Select,XPath,Examples
F,/rdf:RDF/madsrdf:Authority/madsrdf:elementList/madsrdf:DateNameElement/madsrdf:elementValue,"1975-
1919-1970
1990-"
F,/rdf:RDF/madsrdf:Authority/madsrdf:elementList/madsrdf:NameElement/madsrdf:elementValue,"United States.
Environmental Protection Agency.
Region VI."
F,/rdf:RDF/madsrdf:Authority/madsrdf:elementList/madsrdf:GeographicElement/madsrdf:elementValue,"Minsk, Belarus)
Ndougou (Gabon)
Muscat, Oman)"
F,/rdf:RDF/madsrdf:Authority/madsrdf:elementList/madsrdf:PartNameElement/madsrdf:elementValue,"Jidō fukushi kihon hōsei
Akademi dizisi
Nomenclátor de autores medievales hispanos"
F,/rdf:RDF/madsrdf:Authority/madsrdf:elementList/madsrdf:NamePartElement/madsrdf:elementValue,Manuscript.
F,/rdf:RDF/madsrdf:Authority/madsrdf:elementList/madsrdf:PartNumberElement/madsrdf:elementValue,"Reihe 16,
Reihe B
Saeculum XVI"
F,/rdf:RDF/madsrdf:Authority/madsrdf:elementList/madsrdf:LanguageElement/madsrdf:elementValue,"Afrikaans
French (Outtier)
Greek"
F,/rdf:RDF/madsrdf:Authority/madsrdf:elementList/madsrdf:SubTitleElement/madsrdf:elementValue,"(Georgian version).
(Olson)
(Estes)"
F,/rdf:RDF/madsrdf:Authority/madsrdf:elementList/madsrdf:TemporalElement/madsrdf:elementValue,"(1865 September 29)
1992
(2001 April 10)"
F,/rdf:RDF/madsrdf:Authority/madsrdf:elementList/madsrdf:hasSource/madsrdf:Source/rdfs:label,
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasExactExternalAuthority,"http://viaf.org/viaf/sourceID/LC%7Cn++85015108#skos:Concept
http://viaf.org/viaf/sourceID/LC%7Cno2014113350#skos:Concept
http://viaf.org/viaf/sourceID/LC%7Cn+2019016723#skos:Concept"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasSource/madsrdf:Source/madsrdf:citationStatus,found
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Person/rdfs:label,"Shields, Joyce D.
Risse, Stefanie (Lawyer)
Hall, Kenneth O."
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Person/madsrdf:occupation/madsrdf:Occupation/madsrdf:hasSource/madsrdf:Source/rdfs:label,"(OCoLC)fst01061605
(OCoLC)fst01149517
(OCoLC)fst01154833"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Person/madsrdf:associatedLocale/madsrdf:Geographic/madsrdf:isMemberOfMADSScheme,http://id.loc.gov/authorities/names
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Person/madsrdf:associatedLocale/madsrdf:Geographic/madsrdf:hasSource/madsrdf:Source/rdfs:label,"http://id.loc.gov/authorities/names/n79040014
Drug management of prostate cancer, c2010
Shannon Finnegan website, Jan. 16, 2013"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Person/madsrdf:birthDate/skos:Concept/madsrdf:hasSource/madsrdf:Source/rdfs:label,"Whoplus, Mar. 9, 2022
Shokkan seido to seikyō, 1988
JTNDL in VIAF, Jan. 9, 2020"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Person/madsrdf:birthPlace/madsrdf:Geographic/madsrdf:isMemberOfMADSScheme,http://id.loc.gov/authorities/names
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Person/madsrdf:birthPlace/madsrdf:Geographic/madsrdf:hasSource/madsrdf:Source/rdfs:label,"http://id.loc.gov/authorities/names/n79097478
naf
Mizu no katachi, 2012"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Person/madsrdf:fieldOfActivity/skos:Concept/madsrdf:hasSource/madsrdf:Source/rdfs:label,"(OCoLC)fst01061714
(OCoLC)fst01753278
(OCoLC)fst00920831"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Person/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:email,"maretharetief@gmail.com
kcarr@pa.gov
ushagaur70@gmail.com"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Person/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasAffiliationAddress/madsrdf:Address/madsrdf:postcode,"16516
20912
WC1R 5BH"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Person/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasAffiliationAddress/madsrdf:Address/madsrdf:streetAddress,"Perum Wismamas Pondok Cabe Blok C1/23,
                                            Cinangka, Sawangan
67, Chancery Lane
rue Mercière"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Person/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasAffiliationAddress/madsrdf:Address/madsrdf:extendedAddress,"(Grande) rue Mercière
aux Halles de la Grenette
rue Tupin"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Person/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasSource/madsrdf:Source/rdfs:label,"Revealed, 2018
http://id.loc.gov/authorities/names/n79145123
http://id.loc.gov/authorities/names/n81119193"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Person/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:affiliationEnd,"1979
1990
2002"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Person/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:affiliationStart,"1980
2001
2014"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Person/madsrdf:deathDate/skos:Concept/madsrdf:hasSource/madsrdf:Source/rdfs:label,"Whoplus, Mar. 9, 2022
JTNDL in VIAF, Jan. 9, 2020
Social Security death index, searched May 16,
                                            2014"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Person/madsrdf:gender/skos:Concept/madsrdf:hasSource/madsrdf:Source/rdfs:label,"National Security Archive Staff and Fellows
http://www.gwu.edu/~nsarchiv/nsa/arc_staff.html
Le Mythe de Mapout, 2016"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Person/madsrdf:deathPlace/madsrdf:Geographic/madsrdf:hasSource/madsrdf:Source/rdfs:label,"naf
New York times (online), viewed June 24,
                                            2014
http://en.wikipedia.org/wiki/Carl_von_Noorden"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Person/madsrdf:entityDescriptor/skos:Concept/madsrdf:hasSource/madsrdf:Source/rdfs:label,"http://id.loc.gov/authorities/demographicTerms/dg2022060296
https://homosaurus.org/v3/homoit0000915
http://id.loc.gov/authorities/demographicTerms/dg2022060262"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Organization/rdfs:label,"United States. Organization of American States
                                            Revitalization and Reform Act of 2013
United States. Environmental Protection Agency.
                                            Region VI. Enforcement Division
Eastern Association of College and University
                                            Business Officers"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Organization/madsrdf:associatedLocale/madsrdf:Geographic/madsrdf:isMemberOfMADSScheme,http://id.loc.gov/authorities/names
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Organization/madsrdf:associatedLocale/madsrdf:Geographic/madsrdf:hasSource/madsrdf:Source/rdfs:label,"Nihon Kenchiku Kyōkai WWW home page, Feb. 1,
                                            2015
http://www.concrete.org/CHAPTERS/chap.asp?cid=c041"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Organization/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:email,"info.nz@movember.com
anchalikitihas@gmail.com
contacto@losperrosromanticos.cl"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Organization/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasAffiliationAddress/madsrdf:Address/madsrdf:postcode,"11831
84501
11012"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Organization/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasAffiliationAddress/madsrdf:Address/madsrdf:streetAddress,"P.O. Box 753
750 East 400 North
Krishi Anusandhan Bhavan, Pusa"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Organization/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasAffiliationAddress/madsrdf:Address/madsrdf:extendedAddress,"Tezpur University
St Clement's Gardens
Rosebery Avenue"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Organization/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:affiliationEnd,"1988
1993
1768"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Organization/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:affiliationStart,"1987
1988
1705"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Organization/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasSource/madsrdf:Source/rdfs:label,"http://id.loc.gov/authorities/names/n80021644
https://www.usno.navy.mil/FNMOC
https://hamiltonnature.org/about-us/contact-us/"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Organization/madsrdf:fieldOfActivity/skos:Concept/madsrdf:hasSource/madsrdf:Source/rdfs:label,"(OCoLC)fst01044222
https://www.facebook.com/pages/Sangre-Felina-OFICIAL-Fans/214677995248407
(OCoLC)fst01123192"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Organization/madsrdf:entityDescriptor/skos:Concept/madsrdf:hasSource/madsrdf:Source/rdfs:label,"http://vocab.getty.edu/page/aat/300232418
http://vocab.getty.edu/aat/300386367"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Organization/madsrdf:associatedLanguage,"http://id.loc.gov/vocabulary/languages/eng
http://id.loc.gov/vocabulary/languages/rus"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Organization/madsrdf:birthPlace/madsrdf:Geographic/madsrdf:isMemberOfMADSScheme,http://id.loc.gov/authorities/names
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Organization/madsrdf:occupation,"http://id.loc.gov/authorities/subjects/sh85077700
http://id.loc.gov/authorities/subjects/sh85108871"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Meeting/rdfs:label,"Aktualʹnye problemy pravovykh, ėkonomicheskikh
                                            i gumanitarnykh nauk (Conference) (5th : 2015 : Minsk,
                                            Belarus)
Intāj al-thaqāfī al-ʻUmānī wa-al-tarjamah
                                            (Conference) (2016 : Muscat, Oman)
Nobel Symposium in Economics"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Meeting/madsrdf:associatedLanguage,"http://id.loc.gov/vocabulary/languages/ara
http://id.loc.gov/vocabulary/languages/eng
http://id.loc.gov/vocabulary/languages/ita"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Meeting/madsrdf:associatedLocale/madsrdf:Geographic/madsrdf:isMemberOfMADSScheme,http://id.loc.gov/authorities/names
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Meeting/madsrdf:associatedLocale/madsrdf:Geographic/madsrdf:hasSource/madsrdf:Source/rdfs:label,"http://www.acresusa.com/tapes/thumbnail.asp?catid=79&pcid=3
Acres USA website"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Meeting/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasAffiliationAddress/madsrdf:Address/madsrdf:postcode,"SE1 9DD
SW1Y 5AG
WC1B 3LS"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Meeting/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasAffiliationAddress/madsrdf:Address/madsrdf:streetAddress,"9 Montague Close
6-9 Carlton House Terrace
28 Great Russell Street"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Meeting/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasAffiliationAddress/madsrdf:Address/madsrdf:extendedAddress,"2101 Constitution Avenue, NW
Kingsway
500 Fifth St. NW"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Meeting/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:email,"office@balkanima.org
cinarauv@correounivalle.edu.co
encuentrosetnograficos@gmail.com"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Meeting/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasSource/madsrdf:Source/rdfs:label,t.p.
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Meeting/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:affiliationEnd,20160117
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Meeting/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:affiliationStart,20150922
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Meeting/madsrdf:entityDescriptor/skos:Concept/madsrdf:hasSource/madsrdf:Source/rdfs:label,(OCoLC)fst00875219
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Meeting/madsrdf:fieldOfActivity/skos:Concept/madsrdf:hasSource/madsrdf:Source/rdfs:label,"... International Symposium on Problems of
                                            Redundancy in Information and Control Systems, 2012
(OCoLC)fst01122877
(OCoLC)fst01749717"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Meeting/madsrdf:birthPlace/madsrdf:Geographic/madsrdf:isMemberOfMADSScheme,http://id.loc.gov/authorities/names
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/madsrdf:RWO/rdfs:label,"Ndougou (Gabon)
Bibra (Germany)
Camp Breckinridge (Ky.)"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/madsrdf:RWO/madsrdf:associatedLocale/madsrdf:Geographic/madsrdf:isMemberOfMADSScheme,http://id.loc.gov/authorities/names
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/madsrdf:RWO/madsrdf:associatedLanguage,"http://id.loc.gov/vocabulary/languages/eng
http://id.loc.gov/vocabulary/iso639-3/eng"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/madsrdf:RWO/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:email,"info@ci.international-falls.mn.us
prensabrinkmann@gmail.com
alcaldia@gramalote-nortedesantander.gov.co"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/madsrdf:RWO/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasAffiliationAddress/madsrdf:Address/madsrdf:postcode,"56649
P0T 1B0
74801-8699"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/madsrdf:RWO/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasAffiliationAddress/madsrdf:Address/madsrdf:streetAddress,"600 4th Street
P.O. Box 10
1601 S. Gordon Cooper Ave."
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/madsrdf:RWO/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasAffiliationAddress/madsrdf:Address/madsrdf:extendedAddress,"PO Box 619
501 Evergreen Point Road
PO Box 144"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/madsrdf:RWO/madsrdf:hasAffiliation/madsrdf:Affiliation/madsrdf:hasSource/madsrdf:Source/rdfs:label,"Merced website, March 29, 2019
Medina, Washington home page, January 23,
                                            2015"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Family/rdfs:label,"Jackson (Family : Jackson, Howell Edmunds,
                                            1832-1895)
Hypes (Family : Hypes, Henry, 1775-1854)
Foust (Family : Alamance County, N.C.)"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Family/madsrdf:associatedLocale/madsrdf:Geographic/madsrdf:isMemberOfMADSScheme,http://id.loc.gov/authorities/names
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Family/madsrdf:associatedLanguage,"http://id.loc.gov/vocabulary/languages/eng
http://id.loc.gov/vocabulary/languages/nah"
F,/rdf:RDF/madsrdf:Authority/madsrdf:identifiesRWO/bf:Family/madsrdf:occupation,"http://id.loc.gov/authorities/subjects/sh85075847
http://id.loc.gov/authorities/subjects/sh85083783
http://id.loc.gov/authorities/subjects/sh85105726"
F,/rdf:RDF/madsrdf:Authority/madsrdf:isMemberOfMADSCollection,"http://id.loc.gov/authorities/names/collection_LCNAF
http://id.loc.gov/authorities/names/collection_NamesAuthorizedHeadings
http://id.loc.gov/authorities/names/collection_FRBRWork"
F,/rdf:RDF/madsrdf:Authority/madsrdf:isMemberOfMADSScheme,http://id.loc.gov/authorities/names
F,/rdf:RDF/madsrdf:Authority/identifiers:local,"(OCoLC)oca09945404
(OCoLC)oca01757491
(OCoLC)oca08173533"
F,/rdf:RDF/madsrdf:Authority/madsrdf:creationDateStart/skos:Concept/madsrdf:hasSource/madsrdf:Source/rdfs:label,"CiNii, Nov. 19, 2013
OCLC, 22 March 2022
OCLC, 11 November 2020"
F,/rdf:RDF/madsrdf:Authority/madsrdf:workOrigin/madsrdf:Geographic/madsrdf:hasSource/madsrdf:Source/rdfs:label,"http://id.loc.gov/authorities/names/n79023147
Uwajima, 2018
Internet movie database, viewed February 13,
                                            2020"
F,/rdf:RDF/madsrdf:Authority/madsrdf:fullerName/madsrdf:PersonalName/rdfs:label,"Kenneth Octavius
Shannon J.
Rudolf"
F,/rdf:RDF/madsrdf:Authority/madsrdf:fullerName/madsrdf:PersonalName/madsrdf:hasSource/madsrdf:Source/rdfs:label,"French Wikipedia, viewed May 27, 2014
Norwegian Wikipedia WWW page, viewed February
                                            25, 2014
http://en.wikipedia.org/wiki/Carl_von_Noorden"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:PersonalName/madsrdf:elementList/madsrdf:FullNameElement/madsrdf:elementValue,"Hall, Kenneth,
López, Abelino Beltrán
中村麟子,"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:PersonalName/madsrdf:elementList/madsrdf:DateNameElement/madsrdf:elementValue,"1941-
1916-2009
1850-1924"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:PersonalName/madsrdf:elementList/madsrdf:TermsOfAddressNameElement/madsrdf:elementValue,"(Public officer)
fray,"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:CorporateName/madsrdf:elementList/madsrdf:NameElement/madsrdf:elementValue,"United States.
Društvo hrvatskih književnika."
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:CorporateName/madsrdf:elementList/madsrdf:NamePartElement/madsrdf:elementValue,"Liturgy and ritual.
Laws, statutes, etc."
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:CorporateName/madsrdf:elementList/madsrdf:DateNameElement/madsrdf:elementValue,"1999 :
1960).
(1720 :"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:Title/rdf:type,http://www.loc.gov/mads/rdf/v1#Variant
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:Title/madsrdf:elementList/madsrdf:TitleElement/madsrdf:elementValue,"Act to Support Revitalization and Reform of the
                                            Organization of American States, and for Other
                                            Purposes
Public Law 113-41
Unceasing lightning"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:Title/madsrdf:elementList/madsrdf:PartNameElement/madsrdf:elementValue,"Jidō fukushi kihon hōsei
Gaude Maria
Nomenclátor de autores medievales hispanos"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:Title/madsrdf:elementList/madsrdf:PartNumberElement/madsrdf:elementValue,"liber 1.
op. 4"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:Title/madsrdf:elementList/madsrdf:GenreFormElement/madsrdf:elementValue,"Selections
Protocols, etc.,"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:Title/madsrdf:elementList/madsrdf:LanguageElement/madsrdf:elementValue,"English.
English"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:Title/madsrdf:elementList/madsrdf:GeographicElement/madsrdf:elementValue,"United States,
Chile,"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:Title/madsrdf:elementList/madsrdf:TemporalElement/madsrdf:elementValue,"1834 Apr. 29
1834 April 29
1999"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:Title/madsrdf:variantLabel,"Act to Support Revitalization and Reform of the
                                            Organization of American States, and for Other
                                            Purposes
Public Law 113-41
Unceasing lightning"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:PersonalName/rdf:type,http://www.loc.gov/mads/rdf/v1#Variant
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:PersonalName/madsrdf:elementList/madsrdf:FullNameElement/madsrdf:elementValue,"Hernández, Miguel,
Bullinger, Heinrich,
Tomer, Avinoam,"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:PersonalName/madsrdf:elementList/madsrdf:DateNameElement/madsrdf:elementValue,"1910-1942.
1504-1575.
1939-"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:PersonalName/madsrdf:elementList/madsrdf:TermsOfAddressNameElement/madsrdf:elementValue,"de Machaut,"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:PersonalName/madsrdf:variantLabel,"Hernández, Miguel, 1910-1942.
Bullinger, Heinrich, 1504-1575.
Tomer, Avinoam, 1939-"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:ConferenceName/rdf:type,http://www.loc.gov/mads/rdf/v1#Variant
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:ConferenceName/madsrdf:elementList/madsrdf:NameElement/madsrdf:elementValue,"Leon Levy Expedition to Ashkelon.
Bienal Naïf.
Vatican Council"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:ConferenceName/madsrdf:elementList/madsrdf:DateNameElement/madsrdf:elementValue,"1962-1965 :
(1988 :"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:ConferenceName/madsrdf:elementList/madsrdf:GeographicElement/madsrdf:elementValue,"Basilica di San Pietro in Vaticano).
Niamey, Niger)."
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:NameTitle/madsrdf:componentList/madsrdf:ConferenceName/madsrdf:variantLabel,"Leon Levy Expedition to Ashkelon.
Bienal Naïf.
Vatican Council 1962-1965 : Basilica di San
                                            Pietro in Vaticano)."
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:Geographic/madsrdf:elementList/madsrdf:GeographicElement/madsrdf:elementValue,"Dogo (Gabon)
Weimar/Lahn (Germany)
Kasagake-mura (Japan)"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:Title/madsrdf:elementList/madsrdf:MainTitleElement/madsrdf:elementValue,"Main rouge (Motion picture)
Empreinte ou La main rouge (Motion picture)
Incriminating evidence (Motion picture)"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:Title/madsrdf:elementList/madsrdf:LanguageElement/madsrdf:elementValue,"Greek
Hindi
Spanish"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:Title/madsrdf:elementList/madsrdf:SubTitleElement/madsrdf:elementValue,"(Texte und Kommentare)
Spoken word
Guangzhou chu ban she"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:Title/madsrdf:elementList/madsrdf:PartNameElement/madsrdf:elementValue,"Serii︠a︡ ""Imena""
Pelayaran Sawerigading ke tana Cina
Pelayaran Sawerigading ke tanah Cina"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:Title/madsrdf:elementList/madsrdf:TemporalElement/madsrdf:elementValue,"1992
(2001 April 10)
1983"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:Title/madsrdf:elementList/madsrdf:PartNumberElement/madsrdf:elementValue,"Levels 8 & 9
Series F,
Series N,"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:Title/madsrdf:elementList/madsrdf:GenreFormElement/madsrdf:elementValue,"Protocols, etc.,
Selections
Selections."
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:CorporateName/madsrdf:elementList/madsrdf:NameElement/madsrdf:elementValue,"Universidade Positivo.
Mestrado Profissional em Odontologia
                                            Clínica"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:CorporateName/madsrdf:elementList/madsrdf:DateNameElement/madsrdf:elementValue,"2011 :
(2015 :
1985 :"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:CorporateName/madsrdf:elementList/madsrdf:NamePartElement/madsrdf:elementValue,Manuscript.
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:ConferenceName/madsrdf:elementList/madsrdf:NameElement/madsrdf:elementValue,"إنتاج الثقافي العماني والترجمة (Conference)
Symposium in Economics, Nobel
Workshop on Structural Biology and Functional
                                            Genomics, NATO Advanced Research"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:ConferenceName/madsrdf:elementList/madsrdf:DateNameElement/madsrdf:elementValue,"(2016 :
(2018 :"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:ConferenceName/madsrdf:elementList/madsrdf:GeographicElement/madsrdf:elementValue,"Muscat, Oman)
Kemerovo, Russia)"
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:FamilyName/madsrdf:elementList/madsrdf:FullNameElement/madsrdf:elementValue,De la Cruz (Family :
F,/rdf:RDF/madsrdf:Authority/madsrdf:hasVariant/madsrdf:FamilyName/madsrdf:variantLabel,"De la Cruz (Family : Cruz, Pedro de la,
                                            approximately 1620-1675)"
F,/rdf:RDF/madsrdf:Authority/madsrdf:useFor/madsrdf:Authority/rdf:type,"http://www.loc.gov/mads/rdf/v1#PersonalName
http://www.loc.gov/mads/rdf/v1#DeprecatedAuthority"
